referrer,views_total,views_unique
Google,245,40
github.com,221,24
gsarti.com,69,5
inseq.org,61,11
t.co,35,13
Bing,5,2
towardsdatascience.com,4,2
freedium.cfd,3,1
captum.ai,3,1
pypi.org,3,1
