referrer,views_total,views_unique
Google,109,38
github.com,66,14
inseq.org,21,6
Bing,18,6
qwant.com,9,1
statics.teams.cdn.office.net,5,5
DuckDuckGo,3,1
chatgpt.com,2,2
gsarti.com,1,1
