referrer,views_total,views_unique
Google,240,39
github.com,217,24
gsarti.com,66,3
inseq.org,42,10
t.co,27,10
towardsdatascience.com,6,4
Bing,5,2
DuckDuckGo,3,2
captum.ai,3,1
pypi.org,3,1
