referrer,views_total,views_unique
Google,131,39
github.com,73,19
inseq.org,28,6
DuckDuckGo,8,2
sidn.baulab.info,4,3
t.co,3,3
ya.ru,2,1
confluence.fmr.com,1,1
chatgpt.com,1,1
cn.bing.com,1,1
