time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-22 00:00:00+00:00,2,1,8.0,5.0
2023-01-23 00:00:00+00:00,8,4,103.0,8.0
2023-01-24 00:00:00+00:00,1,1,100.0,11.0
2023-01-25 00:00:00+00:00,7,2,34.0,11.0
2023-01-26 00:00:00+00:00,12,4,40.0,6.0
2023-01-27 00:00:00+00:00,6,2,15.0,8.0
2023-01-28 00:00:00+00:00,1,1,,
2023-01-29 00:00:00+00:00,9,4,10.0,3.0
2023-01-30 00:00:00+00:00,4,3,65.0,12.0
2023-01-31 00:00:00+00:00,1,1,59.0,10.0
2023-02-01 00:00:00+00:00,3,3,30.0,9.0
2023-02-02 00:00:00+00:00,1,1,10.0,6.0
2023-02-03 00:00:00+00:00,74,4,25.0,6.0
2023-02-04 00:00:00+00:00,1,1,12.0,5.0
