referrer,views_total,views_unique
Google,572,30
github.com,110,11
inseq.readthedocs.io,49,10
t.co,14,5
DuckDuckGo,5,1
linkedin.com,2,2
pypi.org,2,2
paperswithcode.com,2,2
com.linkedin.android,2,1
gsarti.com,2,1
