referrer,views_total,views_unique
Google,252,22
github.com,50,9
gsarti.com,17,6
inseq.readthedocs.io,12,4
arxiv.org,7,2
pypi.org,4,3
com.linkedin.android,4,2
huggingface.co,2,2
DuckDuckGo,2,1
t.co,1,1
