time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-20 00:00:00+00:00,1.0,1.0,61,6
2024-10-21 00:00:00+00:00,3.0,1.0,27,13
2024-10-22 00:00:00+00:00,,,33,15
2024-10-23 00:00:00+00:00,,,44,10
2024-10-24 00:00:00+00:00,,,37,20
2024-10-25 00:00:00+00:00,,,14,9
2024-10-26 00:00:00+00:00,,,4,3
2024-10-27 00:00:00+00:00,2.0,1.0,36,8
2024-10-28 00:00:00+00:00,1.0,1.0,4,3
2024-10-29 00:00:00+00:00,,,26,13
2024-10-30 00:00:00+00:00,,,62,10
2024-10-31 00:00:00+00:00,1.0,1.0,10,8
2024-11-01 00:00:00+00:00,,,51,9
2024-11-02 00:00:00+00:00,,,2,2
