time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-21 00:00:00+00:00,20,7,47,8
2023-06-22 00:00:00+00:00,10,5,30,4
2023-06-23 00:00:00+00:00,13,3,44,8
2023-06-24 00:00:00+00:00,15,5,4,2
2023-06-25 00:00:00+00:00,1,1,5,3
2023-06-26 00:00:00+00:00,27,7,90,11
2023-06-27 00:00:00+00:00,5,3,126,4
2023-06-28 00:00:00+00:00,10,6,28,9
2023-06-29 00:00:00+00:00,2,2,38,5
2023-06-30 00:00:00+00:00,28,7,17,10
2023-07-01 00:00:00+00:00,9,6,54,4
2023-07-02 00:00:00+00:00,12,5,68,10
2023-07-03 00:00:00+00:00,2,2,29,5
2023-07-04 00:00:00+00:00,1,1,92,10
