time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-20 00:00:00+00:00,4,2,12,5
2025-06-21 00:00:00+00:00,2,2,23,4
2025-06-22 00:00:00+00:00,22,7,61,9
2025-06-23 00:00:00+00:00,9,4,34,15
2025-06-24 00:00:00+00:00,16,4,29,9
2025-06-25 00:00:00+00:00,1,1,15,8
2025-06-26 00:00:00+00:00,15,4,9,7
2025-06-27 00:00:00+00:00,5,3,16,8
2025-06-28 00:00:00+00:00,3,2,6,4
2025-06-29 00:00:00+00:00,45,5,5,4
2025-06-30 00:00:00+00:00,4,2,9,9
2025-07-01 00:00:00+00:00,4,3,10,5
2025-07-02 00:00:00+00:00,2,2,12,6
2025-07-03 00:00:00+00:00,3,3,20,8
