time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-06 00:00:00+00:00,2,2,7,1
2025-12-07 00:00:00+00:00,62,31,19,7
2025-12-08 00:00:00+00:00,4,3,14,6
2025-12-09 00:00:00+00:00,15,6,21,5
2025-12-10 00:00:00+00:00,2,2,7,3
2025-12-11 00:00:00+00:00,23,15,19,11
2025-12-12 00:00:00+00:00,6,3,22,11
2025-12-13 00:00:00+00:00,19,17,12,6
2025-12-14 00:00:00+00:00,8,8,11,3
2025-12-15 00:00:00+00:00,19,3,23,9
2025-12-16 00:00:00+00:00,26,19,38,9
2025-12-17 00:00:00+00:00,6,5,77,19
2025-12-18 00:00:00+00:00,6,3,23,12
2025-12-19 00:00:00+00:00,31,5,10,7
