referrer,views_total,views_unique
Google,120,39
github.com,51,10
mail.google.com,21,1
inseq.org,11,4
Bing,5,4
colab.research.google.com,5,1
chatgpt.com,4,2
cn.bing.com,3,3
search.brave.com,2,2
gsarti.com,1,1
