referrer,views_total,views_unique
Google,220,24
github.com,73,12
gsarti.com,30,1
inseq.readthedocs.io,8,2
l.facebook.com,2,2
t.co,2,2
mail.google.com,1,1
statics.teams.cdn.office.net,1,1
nfelnlp.github.io,1,1
