url_path,views_total,views_unique
/inseq-team/inseq,238,87
/inseq-team/inseq/pulls,88,7
/inseq-team/inseq/issues,79,8
/inseq-team/inseq/pull/148,52,4
/inseq-team/inseq/tree/main/inseq,46,7
/inseq-team/inseq/pull/157,33,3
/inseq-team/inseq/releases/tag/v0.3.3,21,19
/inseq-team/inseq/tree/main/inseq/models,19,3
/inseq-team/inseq/issues/160,13,2
/inseq-team/inseq/issues/108,12,4
