referrer,views_total,views_unique
Google,590,60
github.com,322,25
inseq.org,90,14
ecco.readthedocs.io,49,1
sites.google.com,20,2
pypi.org,18,2
huggingface.co,12,9
colab.research.google.com,12,2
t.co,11,5
statics.teams.cdn.office.net,11,3
