time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-11 00:00:00+00:00,4.0,4.0,9,5
2023-02-12 00:00:00+00:00,4.0,1.0,22,5
2023-02-13 00:00:00+00:00,1.0,1.0,29,8
2023-02-14 00:00:00+00:00,,,5,5
2023-02-15 00:00:00+00:00,22.0,3.0,52,9
2023-02-16 00:00:00+00:00,,,37,7
2023-02-17 00:00:00+00:00,,,35,3
2023-02-18 00:00:00+00:00,4.0,3.0,2,2
2023-02-19 00:00:00+00:00,,,3,3
2023-02-20 00:00:00+00:00,31.0,7.0,66,7
2023-02-21 00:00:00+00:00,4.0,1.0,17,7
2023-02-22 00:00:00+00:00,,,39,4
2023-02-23 00:00:00+00:00,2.0,2.0,8,2
2023-02-24 00:00:00+00:00,32.0,4.0,47,11
