url_path,views_total,views_unique
/inseq-team/inseq,241,121
/inseq-team/inseq/issues,26,7
/inseq-team/inseq/issues/153,21,8
/inseq-team/inseq/pull/151,18,12
/inseq-team/inseq/pulls,18,6
/inseq-team/inseq/tree/main/inseq,11,5
/inseq-team/inseq/issues/154,9,3
/inseq-team/inseq/pull/145,7,3
/inseq-team/inseq/pull/151/files,6,4
/inseq-team/inseq/search,6,2
