time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-01 00:00:00+00:00,14,2,8,6
2025-09-02 00:00:00+00:00,4,3,9,6
2025-09-03 00:00:00+00:00,8,5,7,6
2025-09-04 00:00:00+00:00,5,4,30,7
2025-09-05 00:00:00+00:00,2,1,10,5
2025-09-06 00:00:00+00:00,4,3,5,5
2025-09-07 00:00:00+00:00,1,1,3,3
2025-09-08 00:00:00+00:00,2,1,8,8
2025-09-09 00:00:00+00:00,1,1,9,9
2025-09-10 00:00:00+00:00,9,7,9,7
2025-09-11 00:00:00+00:00,43,19,96,12
2025-09-12 00:00:00+00:00,18,12,19,6
2025-09-13 00:00:00+00:00,3,1,10,4
2025-09-14 00:00:00+00:00,5,4,3,2
