referrer,views_total,views_unique
Google,97,34
github.com,18,9
inseq.org,17,11
Bing,13,6
DuckDuckGo,11,2
bsky.app,4,1
pypi.org,3,1
t.co,2,2
gsarti.com,2,2
docs.google.com,2,1
