referrer,views_total,views_unique
Google,110,37
github.com,97,19
pypi.org,25,2
Bing,12,5
statics.teams.cdn.office.net,8,2
paperswithcode.com,8,2
cn.bing.com,3,3
jalammar.github.io,1,1
huggingface.co,1,1
mail.google.com,1,1
