time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,,,15,13
2024-11-30 00:00:00+00:00,2.0,2.0,5,3
2024-12-01 00:00:00+00:00,,,23,5
2024-12-02 00:00:00+00:00,4.0,2.0,63,20
2024-12-03 00:00:00+00:00,1.0,1.0,18,11
2024-12-04 00:00:00+00:00,6.0,2.0,26,15
2024-12-05 00:00:00+00:00,,,24,12
2024-12-06 00:00:00+00:00,2.0,1.0,20,12
2024-12-07 00:00:00+00:00,1.0,1.0,4,2
2024-12-08 00:00:00+00:00,1.0,1.0,22,7
2024-12-09 00:00:00+00:00,,,11,7
2024-12-10 00:00:00+00:00,,,50,13
2024-12-11 00:00:00+00:00,2.0,2.0,54,15
2024-12-12 00:00:00+00:00,1.0,1.0,19,10
