referrer,views_total,views_unique
Google,255,23
inseq.org,84,11
github.com,34,9
Bing,5,3
chatgpt.com,2,2
t.co,2,1
sltcdt.atlassian.net,1,1
sites.google.com,1,1
cn.bing.com,1,1
gsarti.com,1,1
