url_path,views_total,views_unique
/inseq-team/inseq,108,50
/inseq-team/inseq/tree/main/inseq,65,7
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,34,8
/inseq-team/inseq/tree/main/examples,33,6
/inseq-team/inseq/tree/main/inseq/models,30,4
/inseq-team/inseq/tree/main/inseq/attr,25,3
/inseq-team/inseq/issues/218,21,7
/inseq-team/inseq/blob/8520469301911e3598b51287d0d3cb85db1ebe4c/inseq/data/aggregator.py,21,1
/inseq-team/inseq/issues,20,3
/inseq-team/inseq/blob/main/inseq/models/huggingface_model.py,15,3
