referrer,views_total,views_unique
github.com,70,11
linkedin.com,20,8
t.co,18,11
Google,16,6
DuckDuckGo,16,1
com.linkedin.android,13,6
gsarti.com,4,4
sites.google.com,3,3
com.google.android.gm,1,1
Bing,1,1
