time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-20 00:00:00+00:00,67,24,3,3
2025-12-21 00:00:00+00:00,2,2,11,7
2025-12-22 00:00:00+00:00,3,3,18,10
2025-12-23 00:00:00+00:00,2,2,11,5
2025-12-24 00:00:00+00:00,5,2,19,7
2025-12-25 00:00:00+00:00,4,1,33,8
2025-12-26 00:00:00+00:00,5,2,16,11
2025-12-27 00:00:00+00:00,2,2,82,7
2025-12-28 00:00:00+00:00,5,4,43,6
2025-12-29 00:00:00+00:00,19,11,16,5
2025-12-30 00:00:00+00:00,22,10,26,8
2025-12-31 00:00:00+00:00,8,6,8,8
2026-01-01 00:00:00+00:00,6,5,19,6
2026-01-02 00:00:00+00:00,6,6,11,4
