time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-30 00:00:00+00:00,4.0,2.0,9,9
2025-07-01 00:00:00+00:00,4.0,3.0,10,5
2025-07-02 00:00:00+00:00,2.0,2.0,12,6
2025-07-03 00:00:00+00:00,5.0,5.0,20,8
2025-07-04 00:00:00+00:00,1.0,1.0,10,5
2025-07-05 00:00:00+00:00,4.0,2.0,7,5
2025-07-06 00:00:00+00:00,4.0,2.0,3,3
2025-07-07 00:00:00+00:00,9.0,5.0,53,13
2025-07-08 00:00:00+00:00,8.0,4.0,18,10
2025-07-09 00:00:00+00:00,5.0,2.0,24,10
2025-07-10 00:00:00+00:00,,,34,14
2025-07-11 00:00:00+00:00,1.0,1.0,46,11
2025-07-12 00:00:00+00:00,4.0,3.0,11,5
2025-07-13 00:00:00+00:00,1.0,1.0,4,3
