referrer,views_total,views_unique
Google,40,17
github.com,40,9
arxiv.org,15,2
inseq.org,6,4
DuckDuckGo,5,1
rug.nl,3,1
gsarti.com,2,2
colab.research.google.com,1,1
chatgpt.com,1,1
t.co,1,1
