referrer,views_total,views_unique
Google,164,35
github.com,69,14
pypi.org,53,4
inseq.org,20,10
Bing,5,2
t.co,3,3
statics.teams.cdn.office.net,3,2
link.zhihu.com,2,1
docs.google.com,1,1
ecosia.org,1,1
