time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-05-23 00:00:00+00:00,14.0,5.0,105,9
2023-05-24 00:00:00+00:00,13.0,3.0,196,17
2023-05-25 00:00:00+00:00,15.0,5.0,72,13
2023-05-26 00:00:00+00:00,22.0,6.0,33,7
2023-05-27 00:00:00+00:00,11.0,5.0,16,7
2023-05-28 00:00:00+00:00,,,4,4
2023-05-29 00:00:00+00:00,20.0,8.0,18,12
2023-05-30 00:00:00+00:00,20.0,6.0,117,15
2023-05-31 00:00:00+00:00,12.0,6.0,45,15
2023-06-01 00:00:00+00:00,1.0,1.0,24,12
2023-06-02 00:00:00+00:00,2.0,2.0,16,4
2023-06-03 00:00:00+00:00,,,2,2
2023-06-04 00:00:00+00:00,4.0,2.0,27,7
2023-06-05 00:00:00+00:00,7.0,2.0,20,13
