referrer,views_total,views_unique
Google,157,35
github.com,26,13
Bing,10,2
inseq.org,8,4
t.co,4,3
DuckDuckGo,3,2
deref-gmx.net,3,1
arxiv.org,1,1
gsarti.com,1,1
cn.bing.com,1,1
