referrer,views_total,views_unique
github.com,97,12
t.co,69,39
Google,46,13
arxiv.org,34,23
linkedin.com,19,11
com.linkedin.android,9,4
paperswithcode.com,8,4
mail.google.com,8,1
dzen.ru,5,1
sites.google.com,4,3
