time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-18 00:00:00+00:00,23,15,70,22
2024-03-19 00:00:00+00:00,27,10,293,27
2024-03-20 00:00:00+00:00,16,6,78,24
2024-03-21 00:00:00+00:00,26,13,111,20
2024-03-22 00:00:00+00:00,35,18,75,16
2024-03-23 00:00:00+00:00,4,4,21,9
2024-03-24 00:00:00+00:00,5,3,58,8
2024-03-25 00:00:00+00:00,7,4,44,18
2024-03-26 00:00:00+00:00,14,6,128,22
2024-03-27 00:00:00+00:00,3,2,137,15
2024-03-28 00:00:00+00:00,30,10,44,14
2024-03-29 00:00:00+00:00,2,1,35,12
2024-03-30 00:00:00+00:00,2,1,23,10
2024-03-31 00:00:00+00:00,41,10,17,8
