referrer,views_total,views_unique
Google,65,22
inseq.org,48,9
Bing,27,5
github.com,23,6
DuckDuckGo,16,3
pypi.org,6,1
arxiv.org,4,1
zenodo.org,2,1
Yahoo,1,1
chatgpt.com,1,1
