referrer,views_total,views_unique
Google,51,21
Bing,26,6
DuckDuckGo,13,2
github.com,10,4
inseq.org,9,5
chatgpt.com,2,2
Yahoo,1,1
cn.bing.com,1,1
zenodo.org,1,1
gsarti.com,1,1
