referrer,views_total,views_unique
github.com,95,10
Google,29,8
linkedin.com,20,8
com.linkedin.android,15,6
t.co,9,6
gsarti.com,4,4
nfelnlp.github.io,3,3
sites.google.com,3,3
Bing,1,1
hn.algolia.com,1,1
