url_path,views_total,views_unique
/inseq-team/inseq,270,124
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,108,29
/inseq-team/inseq/tree/main/inseq,70,16
/inseq-team/inseq/issues,66,18
/inseq-team/inseq/tree/main/examples,36,14
/inseq-team/inseq/pulls,29,8
/inseq-team/inseq/pull/250,29,4
/inseq-team/inseq/tree/main/inseq/attr,26,7
/inseq-team/inseq/tree/main/inseq/models,22,8
/inseq-team/inseq/tree/main,19,10
