time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-09 00:00:00+00:00,12.0,3.0,260,6
2024-03-10 00:00:00+00:00,2.0,1.0,82,12
2024-03-11 00:00:00+00:00,8.0,3.0,488,21
2024-03-12 00:00:00+00:00,55.0,22.0,669,27
2024-03-13 00:00:00+00:00,33.0,16.0,204,24
2024-03-14 00:00:00+00:00,30.0,13.0,106,20
2024-03-15 00:00:00+00:00,14.0,7.0,186,19
2024-03-16 00:00:00+00:00,8.0,5.0,17,6
2024-03-17 00:00:00+00:00,,,58,16
2024-03-18 00:00:00+00:00,23.0,15.0,70,22
2024-03-19 00:00:00+00:00,27.0,10.0,293,27
2024-03-20 00:00:00+00:00,16.0,6.0,78,24
2024-03-21 00:00:00+00:00,26.0,13.0,111,20
2024-03-22 00:00:00+00:00,35.0,18.0,74,15
