referrer,views_total,views_unique
Google,137,28
github.com,111,17
inseq.readthedocs.io,43,5
Bing,34,4
com.linkedin.android,15,2
huggingface.co,11,2
DuckDuckGo,6,2
linkedin.com,5,5
pypi.org,3,2
gsarti.com,2,2
