time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-28 00:00:00+00:00,1.0,1.0,4,3
2024-10-29 00:00:00+00:00,,,26,13
2024-10-30 00:00:00+00:00,,,62,10
2024-10-31 00:00:00+00:00,1.0,1.0,10,8
2024-11-01 00:00:00+00:00,,,51,9
2024-11-02 00:00:00+00:00,,,2,2
2024-11-03 00:00:00+00:00,,,53,5
2024-11-04 00:00:00+00:00,6.0,3.0,45,6
2024-11-05 00:00:00+00:00,9.0,5.0,119,18
2024-11-06 00:00:00+00:00,,,71,9
2024-11-07 00:00:00+00:00,,,54,12
2024-11-08 00:00:00+00:00,3.0,1.0,50,11
2024-11-09 00:00:00+00:00,1.0,1.0,8,8
2024-11-10 00:00:00+00:00,16.0,4.0,52,11
