referrer,views_total,views_unique
inseq.org,69,15
Google,45,15
github.com,10,7
pypi.org,7,1
cn.bing.com,5,1
statics.teams.cdn.office.net,4,1
Bing,3,3
huggingface.co,3,1
DuckDuckGo,2,2
gsarti-mirage.hf.space,1,1
