time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-27 00:00:00+00:00,3.0,3.0,15,10
2025-08-28 00:00:00+00:00,1.0,1.0,11,8
2025-08-29 00:00:00+00:00,,,13,9
2025-08-30 00:00:00+00:00,,,6,6
2025-08-31 00:00:00+00:00,1.0,1.0,7,5
2025-09-01 00:00:00+00:00,14.0,2.0,8,6
2025-09-02 00:00:00+00:00,4.0,3.0,9,6
2025-09-03 00:00:00+00:00,8.0,5.0,7,6
2025-09-04 00:00:00+00:00,5.0,4.0,30,7
2025-09-05 00:00:00+00:00,2.0,1.0,10,5
2025-09-06 00:00:00+00:00,4.0,3.0,5,5
2025-09-07 00:00:00+00:00,1.0,1.0,3,3
2025-09-08 00:00:00+00:00,2.0,1.0,8,8
2025-09-09 00:00:00+00:00,,,7,7
