url_path,views_total,views_unique
/inseq-team/inseq,184,71
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,34,19
/inseq-team/inseq/tree/main/inseq,26,13
/inseq-team/inseq/tree/main/examples,17,10
/inseq-team/inseq/issues,15,7
/inseq-team/inseq/tree/main,13,7
/inseq-team/inseq/tree/main/inseq/models,11,7
/inseq-team/inseq/tree/main/inseq/attr,10,7
/inseq-team/inseq/tree/main/inseq/data,6,5
/inseq-team/inseq/blob/1078e1917834f00139dd369e7eb3e48abfed795c/inseq/commands/attribute/attribute.py,5,4
