time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-05 00:00:00+00:00,10,7,34,4
2026-01-06 00:00:00+00:00,3,3,9,7
2026-01-07 00:00:00+00:00,6,3,16,11
2026-01-08 00:00:00+00:00,4,1,38,15
2026-01-09 00:00:00+00:00,5,4,41,10
2026-01-10 00:00:00+00:00,1,1,2,2
2026-01-11 00:00:00+00:00,4,3,1,1
2026-01-12 00:00:00+00:00,1,1,19,8
2026-01-13 00:00:00+00:00,7,4,18,9
2026-01-14 00:00:00+00:00,6,1,26,12
2026-01-15 00:00:00+00:00,1,1,22,13
2026-01-16 00:00:00+00:00,8,6,18,7
2026-01-17 00:00:00+00:00,1,1,1,1
2026-01-18 00:00:00+00:00,5,3,28,8
