referrer,views_total,views_unique
Google,186,31
inseq.org,87,10
github.com,48,16
t.co,4,2
ecosia.org,3,3
gsarti.com,2,2
Bing,2,2
chatgpt.com,2,1
chat.qwen.ai,2,1
medium.com,1,1
