time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-12 00:00:00+00:00,2.0,2.0,37,13
2024-11-13 00:00:00+00:00,1.0,1.0,74,20
2024-11-14 00:00:00+00:00,,,49,15
2024-11-15 00:00:00+00:00,1.0,1.0,45,13
2024-11-16 00:00:00+00:00,,,17,7
2024-11-17 00:00:00+00:00,,,6,5
2024-11-18 00:00:00+00:00,1.0,1.0,23,13
2024-11-19 00:00:00+00:00,3.0,1.0,29,12
2024-11-20 00:00:00+00:00,,,46,11
2024-11-21 00:00:00+00:00,3.0,1.0,52,13
2024-11-22 00:00:00+00:00,1.0,1.0,17,12
2024-11-23 00:00:00+00:00,,,6,3
2024-11-24 00:00:00+00:00,,,11,6
2024-11-25 00:00:00+00:00,1.0,1.0,34,17
