referrer,views_total,views_unique
Google,348,111
github.com,180,20
inseq.org,51,13
t.co,9,8
gsarti.com,8,4
search.brave.com,7,1
docs.google.com,3,3
DuckDuckGo,3,2
arxiv.org,2,2
statics.teams.cdn.office.net,2,1
