time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-01 00:00:00+00:00,1.0,1.0,7,4
2025-10-02 00:00:00+00:00,9.0,6.0,14,9
2025-10-03 00:00:00+00:00,8.0,4.0,18,6
2025-10-04 00:00:00+00:00,2.0,1.0,3,3
2025-10-05 00:00:00+00:00,1.0,1.0,13,3
2025-10-06 00:00:00+00:00,,,30,9
2025-10-07 00:00:00+00:00,33.0,2.0,17,12
2025-10-08 00:00:00+00:00,3.0,2.0,4,3
2025-10-09 00:00:00+00:00,5.0,2.0,70,6
2025-10-10 00:00:00+00:00,6.0,6.0,18,8
2025-10-11 00:00:00+00:00,4.0,3.0,32,6
2025-10-12 00:00:00+00:00,7.0,6.0,55,6
2025-10-13 00:00:00+00:00,8.0,6.0,17,9
2025-10-14 00:00:00+00:00,3.0,2.0,36,6
