referrer,views_total,views_unique
Google,158,33
github.com,95,20
inseq.org,27,3
linkedin.com,27,2
towardsdatascience.com,10,9
inseq.readthedocs.io,6,3
gsarti.com,5,2
arxiv.org,2,2
lnkd.in,1,1
huggingface.co,1,1
