referrer,views_total,views_unique
Google,120,41
github.com,98,27
inseq.org,17,2
lnkd.in,8,1
DuckDuckGo,3,3
Bing,2,2
t.co,2,2
gsarti.com,1,1
nfelnlp.github.io,1,1
cn.bing.com,1,1
