referrer,views_total,views_unique
github.com,174,14
Google,91,26
t.co,45,15
inseq.readthedocs.io,10,4
DuckDuckGo,10,4
com.linkedin.android,5,3
gsarti.com,3,2
cn.bing.com,3,2
yandex.com,1,1
ecco.readthedocs.io,1,1
