url_path,views_total,views_unique
/inseq-team/inseq,194,79
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,65,20
/inseq-team/inseq/blob/main/README.md,36,3
/inseq-team/inseq/tree/main/inseq,35,6
/inseq-team/inseq/issues,32,10
/inseq-team/inseq/issues/276,15,7
/inseq-team/inseq/tree/main/examples,15,5
/inseq-team/inseq/blob/01bd08bd9e4f6b2d74b3c49d2bca81578102e50e/inseq/commands/attribute/attribute_args.py,13,1
/inseq-team/inseq/issues/279,12,4
/inseq-team/inseq/tree/main/inseq/commands,11,2
