referrer,views_total,views_unique
Google,93,41
github.com,59,14
gsarti.com,7,3
Bing,6,4
statics.teams.cdn.office.net,6,3
colab.research.google.com,6,3
inseq.org,5,4
chatgpt.com,3,1
arxiv.org,3,1
cn.bing.com,2,2
