time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-08 00:00:00+00:00,17.0,3.0,108,14
2024-08-09 00:00:00+00:00,14.0,4.0,105,12
2024-08-10 00:00:00+00:00,,,11,5
2024-08-11 00:00:00+00:00,,,24,8
2024-08-12 00:00:00+00:00,9.0,5.0,111,18
2024-08-13 00:00:00+00:00,10.0,5.0,94,22
2024-08-14 00:00:00+00:00,7.0,4.0,158,15
2024-08-15 00:00:00+00:00,4.0,2.0,50,15
2024-08-16 00:00:00+00:00,2.0,2.0,104,15
2024-08-17 00:00:00+00:00,2.0,2.0,82,6
2024-08-18 00:00:00+00:00,1.0,1.0,4,3
2024-08-19 00:00:00+00:00,7.0,5.0,70,14
2024-08-20 00:00:00+00:00,3.0,2.0,169,16
2024-08-21 00:00:00+00:00,,,37,10
