url_path,views_total,views_unique
/inseq-team/inseq,94,63
/inseq-team/inseq/blob/main/examples/inseq_tutorial.ipynb,23,10
/inseq-team/inseq/issues,13,6
/inseq-team/inseq/blob/main/inseq/data/aggregation_functions.py,11,1
/inseq-team/inseq/tree/main,10,6
/inseq-team/inseq/tree/main/inseq,7,5
/inseq-team/inseq/tree/main/examples,7,3
/inseq-team/inseq/blob/1792d1ec6d28f4fe457e61f106dc7b4f49c211cf/README.md,7,2
/inseq-team/inseq/blob/main/requirements.txt,6,3
/inseq-team/inseq/tree/main/inseq/attr,5,2
