referrer,views_total,views_unique
github.com,87,16
Bing,85,3
t.co,69,22
Google,60,29
inseq.readthedocs.io,26,6
arxiv.org,10,4
pypi.org,9,4
acl.rocket.chat,2,1
yandex.ru,1,1
gsarti.com,1,1
