referrer,views_total,views_unique
github.com,163,14
Google,90,32
t.co,54,17
inseq.readthedocs.io,20,4
DuckDuckGo,10,4
gsarti.com,10,4
com.linkedin.android,5,3
cn.bing.com,2,2
medium.com,1,1
ecco.readthedocs.io,1,1
