referrer,views_total,views_unique
Google,81,26
inseq.org,54,8
github.com,32,10
pypi.org,6,1
t.co,4,2
statics.teams.cdn.office.net,4,1
yandex.ru,2,2
Bing,2,2
dongaigc.com,2,1
gsarti.com,1,1
