time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-22 00:00:00+00:00,42,5,9,5
2026-02-23 00:00:00+00:00,14,6,9,7
2026-02-24 00:00:00+00:00,9,4,30,12
2026-02-25 00:00:00+00:00,9,8,17,12
2026-02-26 00:00:00+00:00,3,2,42,9
2026-02-27 00:00:00+00:00,1,1,10,9
2026-02-28 00:00:00+00:00,5,5,13,8
2026-03-01 00:00:00+00:00,4,2,18,5
2026-03-02 00:00:00+00:00,8,8,57,25
2026-03-03 00:00:00+00:00,13,4,24,14
2026-03-04 00:00:00+00:00,30,8,27,12
2026-03-05 00:00:00+00:00,14,7,12,7
2026-03-06 00:00:00+00:00,25,12,24,13
2026-03-07 00:00:00+00:00,4,4,9,6
