referrer,views_total,views_unique
Google,112,37
github.com,27,13
inseq.org,26,7
Bing,11,3
docs.google.com,4,2
DuckDuckGo,4,2
gsarti.com,3,3
t.co,2,2
ivp.lightning.force.com,1,1
pypi.org,1,1
