referrer,views_total,views_unique
Google,103,32
github.com,35,14
inseq.org,15,7
Bing,15,3
t.co,4,2
gsarti.com,4,2
chatgpt.com,2,1
notebooks.githubusercontent.com,1,1
cn.bing.com,1,1
DuckDuckGo,1,1
