time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-12 00:00:00+00:00,45,21,2,2
2026-05-13 00:00:00+00:00,48,25,2,2
2026-05-14 00:00:00+00:00,15,12,5,5
2026-05-15 00:00:00+00:00,11,7,10,5
2026-05-16 00:00:00+00:00,0,0,4,4
2026-05-17 00:00:00+00:00,10,4,2,2
2026-05-18 00:00:00+00:00,2,2,4,4
2026-05-19 00:00:00+00:00,11,7,12,4
2026-05-20 00:00:00+00:00,7,7,5,5
2026-05-21 00:00:00+00:00,13,8,3,3
2026-05-22 00:00:00+00:00,8,7,4,2
2026-05-23 00:00:00+00:00,10,5,1,1
2026-05-24 00:00:00+00:00,6,3,2,2
2026-05-25 00:00:00+00:00,12,8,74,67
