referrer,views_total,views_unique
Google,127,43
github.com,99,28
inseq.org,17,2
Bing,10,3
lnkd.in,8,1
DuckDuckGo,3,3
t.co,2,2
cn.bing.com,1,1
gsarti.com,1,1
nfelnlp.github.io,1,1
