referrer,views_total,views_unique
github.com,103,20
inseq.readthedocs.io,74,4
Google,57,22
mail.google.com,12,2
huggingface.co,7,2
DuckDuckGo,5,1
statics.teams.cdn.office.net,5,1
t.co,4,4
paperswithcode.com,4,2
colab.research.google.com,3,3
