time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-04 00:00:00+00:00,1.0,1.0,10,5
2025-07-05 00:00:00+00:00,4.0,2.0,7,5
2025-07-06 00:00:00+00:00,4.0,2.0,3,3
2025-07-07 00:00:00+00:00,9.0,5.0,53,13
2025-07-08 00:00:00+00:00,8.0,4.0,18,10
2025-07-09 00:00:00+00:00,5.0,2.0,24,10
2025-07-10 00:00:00+00:00,,,34,14
2025-07-11 00:00:00+00:00,1.0,1.0,46,11
2025-07-12 00:00:00+00:00,4.0,3.0,11,5
2025-07-13 00:00:00+00:00,1.0,1.0,4,3
2025-07-14 00:00:00+00:00,9.0,7.0,58,12
2025-07-15 00:00:00+00:00,5.0,2.0,64,11
2025-07-16 00:00:00+00:00,3.0,3.0,32,10
2025-07-17 00:00:00+00:00,22.0,7.0,41,10
